5001	0	0	5460 21363 8051 3773 13 5267 25262;25263 25264 25265 15849;482 2982 1204 4572 18521;11964 11965 14286 1315 5101	420 487 3858 3097 1602 1186 688 15 2166	94 110 3 3858 3097 199 48 10 1602 1186 688 116 184 10 955 11 49 5703 3 514 1221 15 3 588 13 998 3370 676.766 3 588 13 577 676 3 514 1221 219 220 1493 15 1502 13 10 1182 577 464 5716.10 866 1599 994 6063 26 828 303 92 899 420 1186 400 217 49 1186 1616.119 1572 2265 293 13 347 1106.10 77 1276 36 3 1278 45 768 87 939 1186 1616 22 5487 3464 3 1075 48 344 1186 38 11 4955 26 10 500 1147 25266.92 2554 10 116 669 165 3462 49 218 22 505 370 219 487 49 420 284.10 806 269 1509 318 1616 117 3501 102 1186 2709.961 10 669 1504 3462 9452 646 1276 45 1186 1616 87 488.747 10 1178 1616 1252 10 677 588 2433.94 2265 3 12855 269 45 1276 676 87 3235 264 648 434 1392 3501 102 1186 1219 26 10 459 271.94 126 45 10 669 219 1405 220 1011 165 3462 49 218 552 156 1059 3501 102 1186 1616.117 2376 1489 2166 94 219 4891 677 588 2433 22 985 459 380.94 200 3 2693 3580 13 10 500 1147 131 516 22 126 45 36 492 38 3 1773 404 13 430 199.94 105 836 478 503 85 45 219 220 1034 13 1035 1002 368 10 151 13 10 446.
5002	0	0	19127 19128;19129 19130;19131 19132	3 2472 3462 19133 79 48 873 926 40 9377 2476	94 95 10 1338 6685 9377 6686 116 100 11 3 898 13 10 868 1602 6685 6686 8384 116 26 100 10 3950 9374 441 2472 3340 1830 10 1084 2394 13 6993.94 110 3 123 79 784 2472 3462 4352 79 48 1284 22 1285 19134 49 512 10 873 926 40 199 13 92 116.92 79 11 3 328 1169 2584 13 10 3462 4352 79 48 1284 22 1285 11700 79.94 751 3 150 725 2697 460 788 461 13 807 1570 1758 1338 10982 1338 570 48 92 79 22 3 760 467 461 13 807 7896 1758 18418.51 10 1510 94 200 1516 202 270 527 514 165 1154 2793 163.
5003	0	0	3543 12706 12707;1668 15458;26204 4815;1890 1264	3419 3829 1330 15 3074 49 725 2801	3419 514 184 176 87 798 297 87 1527 1618 22 678 26 3 803 13 163 505 38 5790 4729 22 290 792.265 87 1362 80 550 22 4841 1287 237 2092.113 84 26205 50 13 10 3829 1459 264 510 151 13 10 446 3829 149 85 87 1160 49 218 250 23 680 1374.49 178 113 3703 94 110 3 123 559 784 3419 3829 1330 23450.23450 1276 45 3419 176 4841 26 4677 218 5951 22 8315 10 3829 149 116 38 3 488 1124 303 2106.10 607 116 219 220 222 221 1205 4351 1958 764 766 3951 49 3 386 9465 734.94 200 1229 2466 48 23450 22 126 277 36 219 220 1022 49 725 2801 15 10373 185.1516 202 114 385 526 514 22 527 3937 725 2801 126 45 23450 530 385 154 725 2801 1330 22 151 13 10 446 3829 1330.
5004	0	0	3021 15130;2712 15889;3858 6190	535 192 3830 15 1452 1154 22 325 326 2235	192 3830 11 3 1333 793 26 494 149 45 11 3196 49 2594 986 1154 2793 22 235 23 718.26 2594 986 22 235 23 841 10 212 11 49 4197 26 3030 587 13 3 488 514 192.646 13 10 11281 3703 26 92 404 11 10243 26 3 6893 250 7611 13 10 192 15 249 442 941.26 92 93 94 995 3 535 192 3830 278 45 943 1124 2274 1452 1154 437 1830 10 514 26 809 49 10 941.10 1452 1154 2626 117 3970 1989 6107 49 10 4320 506.94 105 995 3 1273 317 278 48 10 329 13 10 7147 22 3833 13 10 4320 506 45 2986 3 605 1332 48 344 1368 468.1357 776 3 5050 329 10 911 358 13 317 6597 6634 10 1368 136.270 336 315 48 1382 94 603 430 278 49 10 6091 15890 116 13 2499 6697 2652 766 111 4089 2218 6697 2652 192.2376 2959 1154 15 14070 3892 1154 430 535 269 530 23 192 3830 413 440 744 270 5143 2941.
5005	0	0	1003 27734;27735 2371;10923 27736;27737 98 27738	1334 4644 27739 963	94 995 3 1030 278 13 536 2514 22 2877 3888 48 959 792 13 8253 299 1205 950 13 1334 1779 1696 1407.430 278 11 111 10481 278 48 1526 22 536 1916 100 1053 6840 203 303 1384 38 317 2358 48 2820 1526 22 1368 5610 9510 13 14483 38 317 2358 48 2820 536 1916.94 2775 10 27740 13 430 278 117 86 151 13 10 446 641 114 3 686 459 1032 22 117 86 1486 4800 101 49 45 13 1368 325 1369.94 276 10 695 13 430 278 48 2681 21604 22 959 792 117 5013 10 2168 1334 1779 1696 1407 13 3 123 20 8253 1097 10 123 27741 13048 8253 2344.
5006	0	0	16203 16204;11234 11235;8996 8997 8998	3243 488 3945 165 4089 514	94 95 277 61 646 219 1505 488 3838 16205 3 514 192 270 3 9306 2827 165 3 442 13 34 587.94 126 45 48 3 802 468 13 503 284 3278 10 9306 11 1227 26 10 148 215 49 10 2553 16206 204 646 219 1505 3 932 739 1195 49 10 16207 117 270 10 9306.26 238 94 50 92 269 16208 488 3838 2358 22 126 45 48 16209 98 514 16210 16209 1204 2941 16209 1570 3731 1182 5639 1338 3858 98 1204 587 2986 111 16209 3731 2160 272 49 10 488 3945 116 16209 5639 1338 11 10 4047 190 13 10 514 192.94 276 430 85 16211 582 1526 2352 22 3963 514.10 202 126 45 434 441 87 94 1702 49 1505 10 488 16212 165 10 4089 514 264 117 270 430 488 9306 10 2009 16213 117 3 2210 13 5813 250 179.
5007	0	0	5595 8884 8885;3492 3493;6209 703	156 715 3106 26 80 550 160 3074 49 4070 4071 2942 22 7330	94 456 10 116 13 156 6300 160 13 4070 4071 26 3 1421 760 7331 3224 1270.94 995 3 1841 278 40 114 358 2241 3160 114 3 1871 298 536 45 11 1702 49 1432 715 3106 26 80 550 160.430 269 530 235 1494 318 13 4070 4071 114 3 803 13 180 397.94 126 277 430 7334 169 278 219 1904 38 3 6300 329 49 985 10 380 13 4070 7330.
5008	0	0	28678 28679;9642 23478;26556 28680;28681 28682	1707 3218 1330 1205 643 8571	420 487 1330 13 514 1736 26 1153 3055 11 111 678 116 26 1335 3689 514 515.48 235 163 94 3357 1355 250 3406 245 194 48 344 320 100 1259 49 10 116 13 1330 198 657 194 250 10 3218 1330 116.1164 10 3218 1330 116 393 261 1123 1497 2874 3 833 4129 1707 79 1504 111 2618 116.26 10 268 93 94 836 3 760 559 40 114 643 8571 49 4244 92 243.48 3 802 1807 13 1330 212 297 505 38 1338 5306 1338 5304 22 1338 1339 430 413 855 1707 85 48 3218 1330 45 2017 10 463 437 966 494 272 8439.
5009	0	0	1923 1924 1925;10972 8431;1928 1929	10288 149 48 192 2625	26 92 93 94 915 10 192 2625 116 744 10 941 87 646 8495 5806 13 133 1901 192 98 22 26 238 10 1989 176 7993 441 13 124 22 939 11034.92 116 11 1507 117 952 163 505 38 2957 247 22 1487 299 184 441 9817 250 24528 87 1989.10 116 11 111 259 13 10288 2191 1402 149 870.1161.149 165 441 2191 22 1402 673 45 393 261 1497 26 10 2877 13 602 688.198 10 1459 45 98 393 1705 214 215 94 200 1981 2466 48 347 605 4257 318 500 98 24052 3 358 45 4688 3 602 192 1182 98 11 7644 49 1232 3 602 192.48 10 77 404 94 110 3 5121 192 2625 516 45 800 98 270 441 3 1081 13 16867 990 49 124 48 10 806 404 94 110 3 7663 192 2625 516 45 800 10 7644 602 192.385 370 2129 2708 1258 762 3278 98 26 97 1204 4718 1204 10 1258 11 1705 38 1570 500 13978 184 500 13978 5644 10 1415 13 124 1989.92 1465 3 592 669 13 1570 1204 501 1204 124 49 332 3 787 1258 744 98 11 1059 22 1204 11 420.94 590 430 792 49 10 5148 192 2625 116 184 7147 22 3833 13 98 30 1070 432.94 836 478 22 1430 503 999 48 385 10 103 370 22 276 1137 1197 48 686 459 114 527 882 299 5793 13 303 1182 2405 1082 22 10069 2405 5043 22 1535 1155 1330 841.
5010	0	0	14740 698;14741 904;14742 3518;9214 9215;1318 698	3012 149 15 5046 3667 2491 544 3109	26 92 93 94 110 3 322 3012 149 516 26 10 1535 1155 183 117 1387 8857 544 22 2491 3109.49 92 1510 176 87 1019 117 488 3004 9790 1137 544 957 552 10 1253 176 1717 10 668 468 87 1019 15 2491 1573 1849 10 668 6040 13 10 3012.2163 13 14743 1179 544 22 2491 3109 94 2265 558 13 54 26 3 5046 3667 664 26 10 3012 149 4038 94 995 10 1402 176 637 4645 117 111 2248 40 516 22 204 4895 10 990 256 544 607 26 3 179 455 22 1331 3012.94 252 10 2123 656 10 347 3109 22 751 10 367 13 430 103 516.402 114 582 688 1032 94 619 430 269 114 522 397 22 1232 3994 641 1810 15 10 151 13 10 446 370 531 26 10 404 13 441 3 442 1253 176 22 1160 3012 245.
